Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Tunisia,TUN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.6,94.8,95.7,96.6,97.3,97.8,98.2,98.6,98.9,99.1,99.3,99.5,99.6,99.7,99.7,99.8,99.8,99.8,99.8,99.8,99.9,99.9,..
Turkiye,TUR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.2,90.85,91.3,91.9,92.2,92.7,93,93.3,93.7,93.9,94.1,94.4,94.5,94.6,94.8,94.9,95,95.2,95.2,95.4,95.4,95.4,..
Turkmenistan,TKM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.4,99.5,99.6,99.6,99.7,99.7,99.8,99.8,99.8,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,..
Turks and Caicos Islands,TCA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,13.5,15.6,18,20.9,24.1,27.8,32.3,37.4,42.2,47,51.6,56,59.6,62.9,65.6,67.5,69.7,71.4,72.5,73.7,74.6,..
Uganda,UGA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.900000000000001,0.900000000000001,0.900000000000001,0.800000000000001,0.800000000000001,0.800000000000001,0.800000000000001,0.900000000000001,0.800000000000001,0.900000000000001,0.849999999999995,0.900000000000001,0.900000000000001,0.900000000000001,0.900000000000001,0.900000000000001,0.800000000000001,0.800000000000001,0.800000000000001,0.800000000000001,0.700000000000001,0.700000000000001,..
Ukraine,UKR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.4,91.9,92.2,92.5,93,93.3,93.6,93.8,94.1,94.3,94.4,94.5,94.7,94.8,95,95.1,95.2,95.2,95.2,95.2,95.2,95.2,..
United Arab Emirates,ARE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
United Kingdom,GBR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
United States,USA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Uruguay,URY,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Uzbekistan,UZB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.3,83.8,84,84.2,84.7,84.7,85.1,85.3,85.3,85.4,85.7,85.7,85.5,85.3,85.3,85,84.8,84.5,84.2,83.5,83.2,82.8,..
Vanuatu,VUT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.9,15.8,15.6,15.3,15.2,14.7,14.3,13.8,13.3,12.7,12.2,11.6,10.9,10.3,9.8,9.3,8.8,8.4,7.9,7.6,7.3,6.9,..
"Venezuela, RB",VEN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.5,97.4,97.3,97.2,97.2,97.1,97,97,97,97,96.8,96.8,96.7,96.7,96.6,96.6,96.4,96.3,96.1,95.9,95.8,95.5,..
Vietnam,VNM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.4,16.1,19.1,22.1,25.6,29.1,33,37.2,41.7,46.4,51.2,56.6,62.5,68.1,73.8,78.7,83.7,87.4,90.7,93,94.7,96.1,..
Virgin Islands (U.S.),VIR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.5,56.05,56.6,57,57.5,57.9,58.4,58.6,59.1,59.6,59.7,60.1,60.4,60.6,60.8,60.9,61.1,61.2,61.3,61.4,61.3,61.3,..
Zambia,ZMB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.9,14.2,14.8,15.1,15.5,15.7,15.9,16,16.1,16,16,15.8,15.4,15.1,14.6,14.1,13.5,12.8,12.2,11.5,10.9,10.2,..
Zimbabwe,ZWE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.9,33.5,33.4,33,32.5,32,31.6,31.2,31,30.6,30.4,30.3,30.1,30.1,30,30,30,29.8,30,30.2,30.3,30.3,..
Africa Eastern and Southern,AFE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.5803658833288,11.9079425294377,12.2851752012446,12.6076412016211,12.990589368338,13.3944040634838,13.8352545545734,14.2571197946687,14.687203312201,15.1241124592143,15.5452136820546,16.0286771765974,16.447498712171,16.9146250084891,17.3923491766017,17.892004578589,18.3599925639738,18.7951511858057,19.2951759160947,19.7881558225926,20.2795987854143,20.7736266715633,..
Africa Western and Central,AFW,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.80441277483978,4.93572995177585,5.1706100956075,5.32799583732495,5.55674140137379,5.77993800732478,5.99982182819964,6.27554093194602,6.55466264854624,6.83434933374355,7.15965596455646,7.5710514323909,8.00596463013594,8.54457443195406,9.17771904763404,9.9219080906909,10.8250271664774,11.8939665753135,13.0489242903753,14.2940954404564,15.5354013970494,16.6862374020153,..
Arab World,ARB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.9987250801191,76.638512758473,78.0842219937119,79.3172558166772,80.4125946334125,81.436463353208,82.3643132108929,83.153561342136,83.8527442396844,84.5201750789585,84.9954888524857,85.5450614243053,86.0244764698205,86.4064870491244,86.705717368772,86.9427779819488,87.2287051770947,87.3908555179319,87.6178621130846,87.7987398131898,87.948264426211,88.092535832394,..
Caribbean small states,CSS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.26526677262,80.4991382269852,81.6540362316733,82.6440586938886,83.6858714579612,84.5750206027983,85.5131748084468,86.1909602953213,87.0088457354529,87.6624599238395,88.278392339817,88.6653557876184,89.1299456650843,89.3815677006521,89.6929532669623,89.8024662258211,89.9879201632093,90.0369227702264,89.9855175432054,89.9344709030129,89.8104591842217,89.5845354715134,..
Central Europe and the Baltics,CEB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Early-demographic dividend,EAR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.1869225485033,35.0992726246506,36.2038536771997,37.1857204359177,38.2877819463172,39.3040274388236,40.5046643604279,41.935966492732,43.2231499890836,44.6900928858271,46.1376645813025,47.9570021570555,49.568226842699,51.463108048189,53.3346413052125,55.3400328672229,57.4237543036283,59.5702917275006,61.8773981784173,64.0740075242927,66.2741061302655,68.3902593573319,..
East Asia & Pacific,EAS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.0402056445251,42.0757100221562,43.2109107141056,44.4445324253767,45.749706582106,47.2038714657497,48.9190795033899,50.985499097779,53.0205192548697,55.4338633434387,57.7398492932568,60.2648202684821,62.7477889950038,65.0980209873572,67.5711103146813,69.9048087911605,72.2288027745591,74.3687923351848,76.432660001071,78.1591540900563,79.933739319698,81.5452492864085,..
East Asia & Pacific (excluding high income),EAP,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.5144214666303,35.6910175202334,36.9789892710876,38.3765661319585,39.856290511726,41.5002760240617,43.4224765980526,45.7257090621084,47.9889044006107,50.6755971252599,53.2440538449282,56.0577622404584,58.8257488469082,61.4442349677304,64.1929483607857,66.7840978323056,69.3612328633134,71.7354140605439,74.0208402946934,75.9311906784394,77.8954007094242,79.6843529735375,..
East Asia & Pacific (IDA & IBRD countries),TEA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.9409926564302,36.1288985254885,37.4280742187519,38.8386987470856,40.3330746691824,41.9922229173982,43.9328282764249,46.2577803437118,48.5419314957395,51.256192113121,53.8478931609325,56.6885964986552,59.48110379881,62.1223905373083,64.8971346798939,67.5101923430581,70.1102399174972,72.503211661965,74.8093904612472,76.7338480307816,78.7133741912884,80.5163050363165,..
Euro area,EMU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Europe & Central Asia,ECS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.5086641944076,95.7232214196748,95.8883833693995,96.0607277149374,96.2130269773816,96.3546866941198,96.4544438338313,96.5173863173274,96.5650308191892,96.5692152676272,96.5190780755709,96.4181229479698,96.3192660524135,96.1153294511903,95.9172658058061,95.6485393669971,95.3543737738274,95.0116365738197,94.6952634195476,94.272404559727,93.9055906952448,93.443957116344,..
Europe & Central Asia (excluding high income),ECA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.3867395454743,89.8856628896688,90.2629837615965,90.6546215618881,91.001357967065,91.325216437124,91.5530738989894,91.6967340133151,91.8103952583363,91.8277210675625,91.7235803438634,91.5133173758797,91.2964058241083,90.833320651459,90.3883547670756,89.781768767631,89.1150895864997,88.3331183729969,87.6049637199067,86.6348571602327,85.7941136173023,84.742417458615,..
Europe & Central Asia (IDA & IBRD countries),TEC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.010572752064,91.4223765137398,91.7334520526997,92.0614990072004,92.3518097943777,92.6227551625814,92.811812516678,92.9255159446926,93.0125144737773,93.0198508506906,92.9210955698604,92.7335357803993,92.5396894491453,92.1330348693942,91.7401621810282,91.2064105446805,90.6202368812922,89.9349471057334,89.2969841289852,88.4495342548627,87.7124269648907,86.7856204887542,..
European Union,EUU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Fragile and conflict affected situations,FCS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.092624287454,21.2611627559126,21.4505216934268,21.5841466580011,21.801994032387,22.0305407621737,22.2716190925981,22.5207644787538,22.8088934324829,23.1066771434969,23.3996934368149,23.8137502724562,24.1851347549686,24.5849083907852,24.94787836667,25.3994423981306,25.9781169573024,26.6209146243382,27.3241669801603,28.047454595938,28.8325761467595,29.5785148789156,..
Heavily indebted poor countries (HIPC),HPC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.85124610490665,6.13777070228751,6.48540029792808,6.78534299414503,7.138445230333,7.52459514663094,7.93850846017771,8.33928555320732,8.74726843745888,9.18069011586434,9.59627186903342,10.0652946321551,10.5040425196418,10.9962453657668,11.466033544105,11.923018583227,12.415964388022,12.9329166502962,13.4224778496556,13.9170070429606,14.4294610535451,14.9663492784928,..
High income,HIC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.9539896309578,99.9558492237868,99.9578497604901,99.9598458603415,99.9618434148061,99.9639244509569,99.9661735090614,99.9683567374486,99.9705254708237,99.9726437444032,99.9747027148203,99.9764905520965,99.978239133485,99.9797428764555,99.9812389595161,99.9825324544151,99.9838885220271,99.9849112764856,99.9856011134877,99.9863528263732,99.9874277124329,99.9879764827233,..
IBRD only,IBD,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.1080972718253,48.1103217653884,49.2530375295499,50.3483361682686,51.5249803623838,52.6865902156686,54.0121537618683,55.6053439396471,57.0476323156874,58.770496066903,60.3999794224564,62.3498400577612,64.161598447782,66.1103817008726,68.0893232649607,70.0795280128708,72.1191677218657,74.1144580391774,76.1850013595267,78.015665163208,79.9238477604927,81.6811704760107,..
IDA & IBRD total,IBT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.4320599364065,40.220103573889,41.1216280795923,41.9717750950797,42.9006794360402,43.8192191324128,44.8710404120972,46.1269689001885,47.2669739045671,48.6146337551576,49.8861372215995,51.4229471547311,52.8432875957196,54.3716494397662,55.9247649565054,57.4887481895396,59.1101400761488,60.6997025573534,62.3539633880668,63.8302328168982,65.3451532934381,66.7371572111598,..
IDA blend,IDB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.6813004575263,18.1163717835262,18.6158917533673,19.074913870592,19.5747529438233,20.092935470208,20.6086343970512,21.1946193915676,21.7799673532828,22.3953092642502,23.0238773341361,23.8918716327867,24.5979716403535,25.3906611832789,26.2627718122019,27.2078863360755,28.3324266772621,29.5185327495694,30.9216884556315,32.4134702315286,33.8700326637441,35.366869756489,..
IDA only,IDX,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.26686346381957,9.61343824118899,10.0166914490171,10.370043986766,10.8084968582349,11.2694049126025,11.8261241421006,12.3815669390462,12.9385921797363,13.4726171381827,14.0393511868133,14.6429656687912,15.2233595751354,15.7697359426072,16.3153339707566,16.8967358180898,17.5974681473358,18.3531406779443,19.1450446744495,19.97930007725,20.8242944892838,21.6895476300535,..
IDA total,IDA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.0739183897631,12.4573263735896,12.8926026359349,13.2784610129178,13.7372305838383,14.2168223203738,14.7589687145689,15.3252745605078,15.8946608631377,16.4599126371755,17.0521342154532,17.7473133814311,18.3692810412913,18.9971545850318,19.6500874198083,20.3484916583499,21.1825741352457,22.0734552160302,23.0615438314736,24.106278976302,25.146847495884,26.2151907236457,..
Late-demographic dividend,LTE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.9256311396691,54.9543938941571,56.0413709709252,57.178022406437,58.3427654197434,59.6114094016223,61.0294800983426,62.7025684520309,64.2558057714339,66.1211715934739,67.8205185510139,69.6989984058259,71.5357036696593,73.2602112975822,75.0938214793831,76.7687954939042,78.4752927479839,79.9796069126195,81.4338529579546,82.5551203267897,83.7886478880083,84.8362025476186,..
Latin America & Caribbean,LCN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.2708769419955,81.0464282854072,81.7481784856167,82.3450983548026,83.0212544883114,83.479981304482,83.9858935298596,84.4719530456688,84.9597612742906,85.3492335513143,85.7433290627138,86.0994734104606,86.4427995386646,86.781363840384,87.1233280267445,87.4727065114452,87.7651312558042,88.0283206285898,88.2798342820407,88.5221064305224,88.7239880943157,88.9373618538372,..
Latin America & Caribbean (excluding high income),LAC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.4464096076294,79.3033361595647,80.0782886598582,80.7371923156598,81.4785858689589,81.9850297908157,82.5432370767133,83.0743243707964,83.6073582902231,84.0319296954589,84.472325251978,84.8619604482398,85.243109556552,85.6138809944168,85.9937719399074,86.3769300163123,86.7092978283513,87.0089945331316,87.3074968857854,87.5955286604642,87.828408065399,88.0812840436634,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.4428214911393,81.1775346654327,81.835564495354,82.3980225965372,83.040102593536,83.4752632767622,83.9581090671489,84.4191446998331,84.8976046637276,85.269884734975,85.6531339399253,85.9999221309329,86.3376883806476,86.672598534214,87.0110546332726,87.3571540947582,87.6508596494752,87.914789000765,88.1667892161872,88.411146506176,88.6124968654892,88.83099704994,..
Least developed countries: UN classification,LDC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.46628228970471,6.77965679490812,7.1522922494597,7.47310818485909,7.88020151989275,8.30255970109185,8.80261002161435,9.25465361268261,9.76507314387774,10.2920487560667,10.8503664824428,11.4611970127072,12.099269624399,12.7716435068588,13.4717778369281,14.1512431157427,14.8838591869239,15.6515193722803,16.443512735028,17.2438267939755,18.0683714445941,18.9169177664542,..
Low & middle income,LMY,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.9724565327142,38.797935458826,39.7375207645956,40.6200658557279,41.5810238343925,42.5302907379375,43.6143018621699,44.9067560302248,46.0795818117443,47.4610546986017,48.7670243679155,50.3391496366054,51.793388143269,53.3557659290222,54.942618751124,56.5403599186837,58.196158708987,59.8207699099956,61.5120166310528,63.0227914045279,64.5701026000829,65.9926137645323,..
Low income,LIC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.69782180161565,8.9470143198883,9.23174528904672,9.46801236105799,9.75824195083607,10.1132493086258,10.5772113634254,11.0854849709081,11.5139092127113,11.8882020949824,12.2503127192949,12.6825339310043,12.9828913704209,13.1979278421745,13.3390033754593,13.5708248928873,13.9131253824359,14.3195857684477,14.75800904787,15.2116148983824,15.6850511670223,16.1559139804561,..
Lower middle income,LMC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.572735206531,28.4260610459023,29.4900553487525,30.3791407017579,31.3778797335963,32.2621436869438,33.2487722719176,34.4301111156733,35.4095061410613,36.5771065660764,37.7329253706059,39.3111980320507,40.7208643995017,42.507375750779,44.3022979776745,46.2282665307119,48.3337082717623,50.5023265945328,52.8714351273971,55.1542968575864,57.4654531424437,59.6703531615071,..
Middle East & North Africa,MEA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.737079067504,89.1608108734392,90.4241794701426,91.5158211346238,92.4444842810693,93.2306703353702,93.8861680015372,94.4625708449738,94.8670012210173,95.2266509534115,95.4419188695567,95.6176581040776,95.7769107106173,95.8883752592733,95.9698769756605,95.9918974685624,96.0514678306639,96.0659387575715,96.0540942598746,96.0607451946265,96.0204644712513,95.9577348913766,..
